customer_id,age,gender,purchase_amount,location,size,color,season,review_rating,subscription_status,discount_applied,previous_purchases,payment_method,frequency_of_purchases,age_group,purchase_category
1348,44,Male,95,Vermont,M,Cyan,Summer,3.9,No,Yes,47,Bank Transfer,Monthly,Adult,High
4584,55,Female,,New York,M,Black,Autumn,5,No,Yes,,Debit Card,Quarterly,Senior,High
3116,26,Female,53,South Dakota,M,Charcoal,Fall,4.1,No,No,9,Bank Transfer,Bi-Weekly,Young Adult,Medium
1168,60,Male,83,New Jersey,XL,Beige,Summer,3.6,No,Yes,16,PayPal,Quarterly,Senior,High
3685,29,Female,86,Pennsylvania,L,Charcoal,Spring,4.4,No,No,47,Credit Card,Bi-Weekly,Young Adult,High
4111,49,Male,,Houston,M,Black,Summer,,No,No,,PayPal,Weekly,Adult,High
2850,56,Female,25,New Hampshire,M,Gold,Spring,4.1,No,No,27,PayPal,Bi-Weekly,Senior,Low
1636,68,Male,24,North Carolina,L,Violet,Summer,3.2,No,Yes,40,Cash,Annually,Senior,Low
1489,23,Male,44,Hawaii,L,Pink,Winter,4,No,Yes,37,Credit Card,Weekly,Young Adult,Medium
3827,50,Female,31,Montana,M,Gray,Summer,4,No,No,25,Bank Transfer,Annually,Adult,Medium
2417,59,Male,83,Nebraska,S,Black,Summer,4,No,No,26,Credit Card,Every 3 Months,Senior,High
2832,34,Female,53,Virginia,L,Pink,Winter,5,No,No,4,Credit Card,Weekly,Young Adult,Medium
4607,47,Other,557.24,Los Angeles,L,White,Autumn,,No,Yes,27,PayPal,Weekly,Adult,High
2367,30,Male,66,New Mexico,L,Brown,Winter,3.6,No,No,32,Credit Card,Fortnightly,Young Adult,Medium
4851,42,Female,,Chicago,L,Blue,Autumn,,No,Yes,,Cash,Weekly,Adult,High
508,65,Male,20,Maine,M,Magenta,Spring,5,Yes,Yes,33,Debit Card,Fortnightly,Senior,Low
4845,19,Female,692.11,New York,M,Red,Summer,,No,Yes,41,Debit Card,Weekly,Teen,High
2098,33,Male,43,Iowa,S,Cyan,Winter,3.9,No,No,5,Credit Card,Weekly,Young Adult,Medium
1080,18,Male,33,Oklahoma,S,Blue,Summer,4.4,No,Yes,48,Bank Transfer,Monthly,Teen,Medium
4558,41,Other,208.02,Los Angeles,M,White,Autumn,,No,Yes,,PayPal,Monthly,Adult,High
4492,59,Female,,Phoenix,M,Green,Spring,1,Yes,Yes,38,Debit Card,Weekly,Senior,High
4292,27,Other,,Houston,,Blue,Summer,,Yes,Yes,,Credit Card,Weekly,Young Adult,High
3036,69,Female,64,Kentucky,M,Gold,Spring,4.5,No,No,18,Cash,Bi-Weekly,Senior,Medium
3554,62,Female,99,Minnesota,M,Charcoal,Spring,4.9,No,No,32,Bank Transfer,Weekly,Senior,High
2077,59,Male,23,Florida,S,Indigo,Fall,4.6,No,No,22,Debit Card,Bi-Weekly,Senior,Low
3088,62,Female,84,North Carolina,M,Charcoal,Spring,3.1,No,No,29,Bank Transfer,Monthly,Senior,High
3739,34,Female,45,Delaware,M,Brown,Spring,2.7,No,No,48,Cash,Fortnightly,Young Adult,Medium
3309,55,Female,70,Utah,M,Pink,Fall,2.6,No,No,29,Cash,Monthly,Senior,High
2922,20,Female,24,Wisconsin,M,Cyan,Fall,4.6,No,No,11,Cash,Fortnightly,Teen,Low
4156,51,Other,1398.9,Chicago,XL,Red,Summer,2,Yes,No,7,PayPal,Monthly,Senior,High
4869,26,Female,500.3,Phoenix,M,Red,Winter,3,No,No,,PayPal,Monthly,Young Adult,High
660,62,Male,52,Virginia,S,Gold,Spring,3.6,Yes,Yes,8,Cash,Weekly,Senior,Medium
3632,48,Female,50,New Jersey,M,Peach,Fall,2.9,No,No,26,Credit Card,Monthly,Adult,Medium
3217,39,Female,85,Illinois,S,Olive,Winter,3.4,No,No,18,Cash,Weekly,Adult,High
3696,38,Female,33,Florida,M,White,Fall,4.6,No,No,18,Bank Transfer,Fortnightly,Adult,Medium
146,24,Male,95,Missouri,M,Teal,Fall,4.5,Yes,Yes,44,Debit Card,Quarterly,Young Adult,High
693,35,Male,95,North Dakota,M,Cyan,Spring,4,Yes,Yes,40,Debit Card,Every 3 Months,Young Adult,High
1837,66,Male,52,South Carolina,M,Teal,Fall,4.2,No,No,35,Credit Card,Monthly,Senior,Medium
598,70,Male,69,Alaska,L,Gold,Summer,3.4,Yes,Yes,19,Bank Transfer,Fortnightly,Senior,Medium
165,59,Male,65,Delaware,S,Purple,Spring,2.6,Yes,Yes,5,Credit Card,Fortnightly,Senior,Medium
1186,47,Male,64,Maine,M,Magenta,Spring,3.9,No,Yes,29,Credit Card,Monthly,Adult,Medium
3328,47,Female,64,Connecticut,M,Black,Spring,4.1,No,No,2,Debit Card,Quarterly,Adult,Medium
4404,67,Male,498.03,New York,XL,Blue,Winter,,Yes,Yes,20,Debit Card,Monthly,Senior,High
4153,67,Other,,Los Angeles,M,Red,Spring,,No,No,31,Credit Card,Monthly,Senior,High
4587,52,Male,1392.02,Phoenix,,White,Winter,2,Yes,Yes,,Cash,Quarterly,Senior,High
4057,41,Female,,Los Angeles,,Black,Winter,,No,Yes,10,Credit Card,Quarterly,Adult,High
3889,45,Female,69,Virginia,M,Violet,Spring,3.4,No,No,14,Venmo,Bi-Weekly,Adult,Medium
106,69,Male,96,New York,M,Charcoal,Fall,3.6,Yes,Yes,4,Bank Transfer,Annually,Senior,High
4176,23,Male,390.25,Chicago,XL,Black,Autumn,,No,No,,Credit Card,Weekly,Young Adult,High
63,30,Male,21,Mississippi,S,Magenta,Spring,3.8,Yes,Yes,31,Credit Card,Fortnightly,Young Adult,Low
3455,55,Female,71,Louisiana,S,Lavender,Fall,4.6,No,No,15,PayPal,Bi-Weekly,Senior,High
2500,52,Male,73,Louisiana,L,Pink,Summer,3.1,No,No,2,Cash,Quarterly,Senior,High
2136,34,Male,94,California,S,Yellow,Winter,4.6,No,No,1,Debit Card,Every 3 Months,Young Adult,High
3584,52,Female,77,Arizona,L,Brown,Summer,2.7,No,No,44,Credit Card,Every 3 Months,Senior,High
4118,18,Other,,Phoenix,S,Black,Summer,3,Yes,No,,Debit Card,Quarterly,Teen,High
2547,63,Male,21,Texas,L,Gray,Summer,3,No,No,4,Credit Card,Quarterly,Senior,Low
4972,46,Other,34.65,New York,M,White,Autumn,4,No,Yes,3,Debit Card,Monthly,Adult,Medium
3365,50,Female,33,Oregon,M,Peach,Fall,3.2,No,No,7,Credit Card,Monthly,Adult,Medium
1637,58,Male,22,North Dakota,L,Green,Fall,4,No,Yes,49,Cash,Fortnightly,Senior,Low
2000,39,Male,89,Tennessee,L,Indigo,Winter,4.6,No,No,26,Debit Card,Monthly,Adult,High
2603,65,Male,44,South Carolina,M,Black,Fall,2.9,No,No,1,Venmo,Quarterly,Senior,Medium
2700,25,Female,96,Utah,M,Violet,Fall,3.6,No,No,49,Debit Card,Annually,Young Adult,High
4189,38,Male,1312.35,Los Angeles,M,Black,Autumn,4,Yes,Yes,,Cash,Weekly,Adult,High
3371,30,Female,31,Illinois,M,Charcoal,Summer,2.8,No,No,46,Cash,Fortnightly,Young Adult,Medium
3599,23,Female,76,Connecticut,XL,Purple,Spring,4.6,No,No,19,Bank Transfer,Bi-Weekly,Young Adult,High
4072,63,Male,,Los Angeles,S,Red,Autumn,1,No,Yes,,Credit Card,Quarterly,Senior,High
1432,39,Male,88,South Dakota,M,Cyan,Fall,2.9,No,Yes,29,Venmo,Quarterly,Adult,High
2381,41,Male,66,Pennsylvania,M,Black,Fall,2.5,No,No,36,PayPal,Fortnightly,Adult,Medium
2120,58,Male,57,Nebraska,M,Indigo,Spring,3.5,No,No,36,Venmo,Bi-Weekly,Senior,Medium
3502,53,Female,87,Nebraska,M,Silver,Fall,4.8,No,No,43,Bank Transfer,Weekly,Senior,High
3551,63,Female,74,West Virginia,S,Orange,Winter,4.8,No,No,32,Cash,Weekly,Senior,High
712,64,Male,60,New Hampshire,M,Maroon,Spring,3.5,Yes,Yes,13,Bank Transfer,Bi-Weekly,Senior,Medium
1337,23,Male,85,Oregon,M,Charcoal,Spring,4.8,No,Yes,44,Debit Card,Fortnightly,Young Adult,High
1047,40,Male,22,Illinois,M,Magenta,Winter,4.2,Yes,Yes,12,Venmo,Annually,Adult,Low
2225,18,Male,25,Nebraska,L,Charcoal,Winter,4.3,No,No,38,Cash,Quarterly,Teen,Low
3525,69,Female,74,Michigan,L,Silver,Summer,2.9,No,No,30,Credit Card,Monthly,Senior,High
4530,20,Male,532.49,New York,,Black,Autumn,,Yes,Yes,,Debit Card,Monthly,Teen,High
3199,61,Female,94,Pennsylvania,L,Peach,Winter,2.8,No,No,39,Debit Card,Weekly,Senior,High
70,48,Male,70,Tennessee,S,Cyan,Summer,4.4,Yes,Yes,5,Cash,Weekly,Adult,High
2721,55,Female,52,Maryland,M,Peach,Spring,2.8,No,No,45,Bank Transfer,Quarterly,Senior,Medium
436,51,Male,28,Montana,XL,Olive,Winter,3.6,Yes,Yes,42,Bank Transfer,Monthly,Senior,Low
387,64,Male,39,Louisiana,L,Brown,Spring,3.4,Yes,Yes,40,PayPal,Quarterly,Senior,Medium
3867,58,Female,32,Alaska,M,Beige,Winter,3.3,No,No,33,Credit Card,Fortnightly,Senior,Medium
3358,41,Female,67,Arkansas,M,Pink,Winter,3.5,No,No,37,Credit Card,Monthly,Adult,Medium
608,47,Male,23,Indiana,L,Purple,Fall,2.8,Yes,Yes,44,Cash,Monthly,Adult,Low
115,70,Male,95,Massachusetts,S,Blue,Summer,3.7,Yes,Yes,9,Cash,Weekly,Senior,High
4712,60,Male,95.15,Chicago,S,Red,Summer,,No,No,16,Cash,Monthly,Senior,High
5058,63,Other,1342.62,Los Angeles,,Blue,Spring,4,Yes,Yes,,PayPal,Quarterly,Senior,High
2568,19,Male,25,Michigan,XL,Gold,Spring,4.3,No,No,24,Cash,Fortnightly,Teen,Low
4381,53,Female,,Chicago,M,Blue,Summer,3,No,Yes,,PayPal,Monthly,Senior,High
4192,46,Other,105.21,Houston,,Green,Winter,,Yes,Yes,,PayPal,Monthly,Adult,High
235,20,Male,39,South Dakota,S,Silver,Summer,3.7,Yes,Yes,24,Credit Card,Weekly,Teen,Medium
3699,25,Female,54,California,XL,Maroon,Spring,4,No,No,4,Venmo,Annually,Young Adult,Medium
3215,53,Female,78,Washington,M,Yellow,Spring,3.1,No,No,6,Debit Card,Annually,Senior,High
1876,63,Male,71,Tennessee,M,Brown,Winter,3.9,No,No,6,Credit Card,Quarterly,Senior,High
1625,38,Male,32,Florida,M,White,Winter,3.6,No,Yes,40,PayPal,Every 3 Months,Adult,Medium
1396,47,Male,32,West Virginia,L,Turquoise,Spring,2.8,No,Yes,40,PayPal,Bi-Weekly,Adult,Medium
9,26,Male,97,West Virginia,L,Silver,Summer,2.6,Yes,Yes,8,Venmo,Annually,Young Adult,High
2168,30,Male,48,Ohio,L,Green,Winter,4.9,No,No,33,Venmo,Fortnightly,Young Adult,Medium
749,35,Male,39,South Dakota,L,Brown,Fall,3.9,Yes,Yes,8,Bank Transfer,Quarterly,Young Adult,Medium
2507,57,Male,82,New York,XL,Orange,Spring,4.4,No,No,19,Venmo,Annually,Senior,High
1285,65,Male,93,Arkansas,M,Black,Spring,3.9,No,Yes,38,PayPal,Fortnightly,Senior,High
4047,49,Male,,Phoenix,,White,Summer,5,Yes,No,,Cash,Weekly,Adult,High
5014,60,Female,,Phoenix,S,Green,Winter,2,Yes,Yes,44,Debit Card,Monthly,Senior,High
1195,50,Male,46,New York,S,Teal,Winter,3.1,No,Yes,6,Credit Card,Fortnightly,Adult,Medium
2013,48,Male,53,Nevada,L,Green,Fall,3.2,No,No,5,Cash,Fortnightly,Adult,Medium
4076,57,Other,,Phoenix,M,White,Summer,2,No,No,38,Credit Card,Weekly,Senior,High
2050,68,Male,24,Rhode Island,L,Blue,Fall,2.7,No,No,15,Venmo,Annually,Senior,Low
1306,31,Male,56,Mississippi,XL,Peach,Spring,4.5,No,Yes,2,PayPal,Every 3 Months,Young Adult,Medium
5024,38,Other,,Los Angeles,,Green,Summer,,Yes,Yes,,Debit Card,Quarterly,Adult,High
3170,35,Female,59,Georgia,M,White,Fall,3.8,No,No,3,Venmo,Weekly,Young Adult,Medium
1116,30,Male,58,New York,S,Peach,Fall,4,No,Yes,37,Cash,Weekly,Young Adult,Medium
2317,28,Male,39,Montana,L,Yellow,Winter,3.8,No,No,7,Debit Card,Annually,Young Adult,Medium
728,62,Male,97,Arkansas,S,Gray,Winter,4.8,Yes,Yes,37,Venmo,Every 3 Months,Senior,High
467,38,Male,24,Vermont,L,Turquoise,Winter,4.6,Yes,Yes,25,PayPal,Weekly,Adult,Low
4235,56,Other,,New York,S,Red,Spring,,Yes,Yes,,Debit Card,Quarterly,Senior,High
656,20,Male,36,Mississippi,S,Purple,Fall,3.1,Yes,Yes,19,Venmo,Monthly,Teen,Medium
4542,28,Other,,Houston,,Red,Summer,,Yes,No,,PayPal,Weekly,Young Adult,High
99,20,Male,67,New York,XL,Teal,Spring,2.6,Yes,Yes,20,Bank Transfer,Annually,Teen,Medium
3681,22,Female,36,Iowa,S,Blue,Winter,2.9,No,No,30,Debit Card,Quarterly,Young Adult,Medium
3715,18,Female,31,New York,S,Peach,Winter,3.9,No,No,35,Credit Card,Weekly,Teen,Medium
2726,64,Female,99,Mississippi,S,Violet,Summer,2.7,No,No,4,Debit Card,Annually,Senior,High
2544,27,Male,56,West Virginia,L,Peach,Spring,2.7,No,No,30,PayPal,Bi-Weekly,Young Adult,Medium
2834,43,Female,56,Arkansas,M,Teal,Fall,3.3,No,No,19,Cash,Monthly,Adult,Medium
1084,35,Male,97,Washington,L,Teal,Summer,3.3,No,Yes,43,Cash,Weekly,Young Adult,High
2904,38,Female,39,Delaware,S,Teal,Spring,3.5,No,No,24,Credit Card,Every 3 Months,Adult,Medium
964,21,Male,63,South Carolina,L,Green,Spring,2.5,Yes,Yes,14,Credit Card,Weekly,Young Adult,Medium
299,69,Male,53,Maryland,M,Lavender,Winter,4,Yes,Yes,11,Venmo,Every 3 Months,Senior,Medium
1327,40,Male,50,Texas,M,Indigo,Spring,,No,Yes,17,Cash,Monthly,Adult,Medium
2789,56,Female,92,Rhode Island,M,Olive,Summer,3.1,No,No,2,Credit Card,Annually,Senior,High
2321,28,Male,55,New Mexico,M,Olive,Spring,3.7,No,No,9,Debit Card,Every 3 Months,Young Adult,Medium
79,50,Male,91,Nebraska,M,Maroon,Spring,4.7,Yes,Yes,50,Venmo,Fortnightly,Adult,High
771,19,Male,54,Vermont,M,Gray,Spring,3.3,Yes,Yes,8,Credit Card,Annually,Teen,Medium
1543,59,Male,44,Hawaii,M,Maroon,Winter,3.5,No,Yes,43,PayPal,Weekly,Senior,Medium
2223,32,Male,66,Georgia,M,Teal,Summer,4.4,No,No,30,Credit Card,Weekly,Young Adult,Medium
3461,41,Female,78,Indiana,M,Gold,Spring,3.1,No,No,5,Bank Transfer,Bi-Weekly,Adult,High
1952,33,Male,53,Connecticut,L,Gold,Summer,2.7,No,No,32,Bank Transfer,Bi-Weekly,Young Adult,Medium
4552,57,Male,,New York,S,Red,Winter,,No,No,,PayPal,Quarterly,Senior,High
1645,68,Male,90,North Carolina,S,Beige,Summer,3.9,No,Yes,21,Debit Card,Monthly,Senior,High
510,41,Male,80,Delaware,L,Cyan,Summer,3.9,Yes,Yes,17,Debit Card,Weekly,Adult,High
2854,37,Female,48,Pennsylvania,M,Magenta,Winter,3.2,No,No,9,PayPal,Weekly,Adult,Medium
378,63,Male,32,Maine,M,Silver,Spring,4.1,Yes,Yes,39,Credit Card,Every 3 Months,Senior,Medium
827,54,Male,94,Massachusetts,M,Purple,Winter,3.6,Yes,Yes,36,PayPal,Weekly,Senior,High
4571,40,Other,450.41,New York,,Black,Autumn,5,Yes,Yes,,Cash,Quarterly,Adult,High
546,33,Male,32,Alabama,L,Magenta,Summer,3.5,Yes,Yes,48,Debit Card,Annually,Young Adult,Medium
2085,32,Male,94,Vermont,S,Brown,Summer,4,No,No,43,Bank Transfer,Quarterly,Young Adult,High
641,53,Male,88,Minnesota,M,Gray,Summer,4.4,Yes,Yes,28,Debit Card,Fortnightly,Senior,High
5037,41,Female,,New York,S,Green,Summer,2,Yes,Yes,,Credit Card,Monthly,Adult,High
4843,22,Female,854.96,Los Angeles,,Red,Winter,,No,Yes,32,PayPal,Quarterly,Young Adult,High
1771,53,Male,22,Michigan,M,Pink,Fall,4.3,No,No,34,Bank Transfer,Weekly,Senior,Low
1861,18,Male,64,Kansas,M,Silver,Summer,4.8,No,No,4,Credit Card,Monthly,Teen,Medium
4011,50,Female,,Los Angeles,S,Blue,Winter,3,No,Yes,,Debit Card,Quarterly,Adult,High
2915,45,Female,72,Pennsylvania,M,Yellow,Fall,3.8,No,No,1,Debit Card,Bi-Weekly,Adult,High
5009,35,Male,585.1,New York,M,Green,Autumn,4,Yes,Yes,41,Credit Card,Quarterly,Young Adult,High
5083,42,Other,758.1,Houston,,White,Autumn,,No,No,48,PayPal,Quarterly,Adult,High
2990,46,Female,20,Rhode Island,XL,Teal,Summer,4.3,No,No,6,Credit Card,Weekly,Adult,Low
4079,28,Male,1438.53,Chicago,,White,Spring,1,Yes,Yes,15,Cash,Monthly,Young Adult,High
2056,28,Male,33,Texas,M,Silver,Fall,3.4,No,No,28,Bank Transfer,Weekly,Young Adult,Medium
1994,32,Male,96,Arkansas,S,Purple,Spring,5,No,No,17,Cash,Weekly,Young Adult,High
4257,60,Other,,Houston,XL,Green,Winter,,Yes,No,11,Cash,Quarterly,Senior,High
2347,22,Male,67,New Mexico,L,Brown,Winter,3.1,No,No,46,Debit Card,Fortnightly,Young Adult,Medium
3063,51,Female,96,California,L,Green,Fall,3.3,No,No,39,PayPal,Monthly,Senior,High
1967,67,Male,95,Indiana,XL,Purple,Winter,3.7,No,No,5,Credit Card,Fortnightly,Senior,High
2131,25,Male,68,Arizona,L,Violet,Summer,3.7,No,No,33,Credit Card,Annually,Young Adult,Medium
4171,23,Male,495.98,Phoenix,M,Green,Autumn,,Yes,No,,Debit Card,Weekly,Young Adult,High
818,25,Male,21,Nevada,S,Gray,Spring,4.7,Yes,Yes,30,PayPal,Fortnightly,Young Adult,Low
3336,44,Female,94,Texas,XL,Cyan,Winter,3.5,No,No,48,Bank Transfer,Quarterly,Adult,High
2100,31,Male,78,Oklahoma,L,Green,Summer,2.9,No,No,50,PayPal,Annually,Young Adult,High
383,28,Male,76,California,M,Peach,Winter,3.2,Yes,Yes,47,PayPal,Quarterly,Young Adult,High
4991,29,Other,1366.1,Los Angeles,M,Green,Spring,2,Yes,Yes,,Debit Card,Weekly,Young Adult,High
1592,18,Male,100,South Dakota,L,Gold,Winter,2.9,No,Yes,24,PayPal,Annually,Teen,High
4077,33,Male,,New York,L,Green,Spring,,No,Yes,40,Debit Card,Weekly,Young Adult,High
3127,57,Female,76,Maine,L,Lavender,Winter,2.6,No,No,28,Bank Transfer,Bi-Weekly,Senior,High
3759,61,Female,54,Indiana,S,Black,Spring,2.7,No,No,23,Bank Transfer,Quarterly,Senior,Medium
1877,54,Male,36,Illinois,M,Gray,Fall,2.6,No,No,20,Venmo,Quarterly,Senior,Medium
4896,24,Female,,New York,L,White,Winter,3,No,Yes,,Debit Card,Quarterly,Young Adult,High
1564,68,Male,44,Kansas,M,Teal,Fall,4.3,No,Yes,8,Cash,Weekly,Senior,Medium
1610,33,Male,93,Nevada,S,Brown,Fall,4.1,No,Yes,3,Venmo,Monthly,Young Adult,High
148,63,Male,64,Idaho,M,Purple,Summer,3.5,Yes,Yes,31,Bank Transfer,Fortnightly,Senior,Medium
2946,32,Female,49,Delaware,M,Charcoal,Summer,4.8,No,No,1,Credit Card,Every 3 Months,Young Adult,Medium
149,37,Male,90,Wyoming,M,Gray,Fall,2.6,Yes,Yes,47,Debit Card,Annually,Adult,High
5095,57,Female,,New York,S,Red,Spring,2,No,No,24,Debit Card,Weekly,Senior,High
2564,69,Male,81,Massachusetts,XL,Gray,Winter,4.5,No,No,1,Venmo,Every 3 Months,Senior,High
470,21,Male,46,Alabama,L,Pink,Fall,4.1,Yes,Yes,30,Debit Card,Bi-Weekly,Young Adult,Medium
2027,37,Male,35,Maine,M,Orange,Winter,3.6,No,No,45,Bank Transfer,Every 3 Months,Adult,Medium
2957,52,Female,88,Montana,M,Olive,Fall,3.7,No,No,30,Venmo,Monthly,Senior,High
1995,33,Male,66,Nevada,M,Brown,Fall,2.9,No,No,24,Credit Card,Weekly,Young Adult,Medium
4933,44,Other,,Chicago,S,Green,Summer,3,Yes,Yes,,Cash,Monthly,Adult,High
111,56,Male,26,New York,M,Black,Summer,4,Yes,Yes,26,Venmo,Fortnightly,Senior,Low
1010,39,Male,30,Louisiana,M,Silver,Summer,3.1,Yes,Yes,11,Venmo,Annually,Adult,Medium
4355,46,Female,585.85,New York,M,Green,Spring,4,No,No,41,PayPal,Quarterly,Adult,High
4743,65,Female,772.94,New York,XL,Red,Summer,,Yes,Yes,50,Cash,Monthly,Senior,High
585,70,Male,94,Indiana,M,White,Spring,4.7,Yes,Yes,20,Debit Card,Monthly,Senior,High
976,58,Male,40,Washington,M,Olive,Summer,3.8,Yes,Yes,2,Bank Transfer,Weekly,Senior,Medium
2287,67,Male,38,South Dakota,L,Blue,Spring,2.5,No,No,35,Venmo,Quarterly,Senior,Medium
1978,24,Male,49,Florida,M,Teal,Summer,2.6,No,No,32,Bank Transfer,Annually,Young Adult,Medium
4741,23,Male,,Houston,M,White,Spring,,No,Yes,,Credit Card,Quarterly,Young Adult,High
2228,40,Male,74,Washington,S,Gray,Summer,4.4,No,No,42,Credit Card,Fortnightly,Adult,High
2019,60,Male,97,Arkansas,S,Gold,Fall,4.5,No,No,20,Bank Transfer,Weekly,Senior,High
5027,39,Male,1430.07,Houston,,Blue,Winter,2,No,No,,Cash,Weekly,Adult,High
